,Tweets,Tweets_token,rating_description_str,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized,tokenized
106,Sad to see how generation after generation they have never learnt any history but to only promote patriotism through the Confederate flag. Really?? #URL#,"['Sad', 'to', 'see', 'how', 'generation', 'after', 'generation', 'they', 'have', 'never', 'learnt', 'any', 'history', 'but', 'to', 'only', 'promote', 'patriotism', 'through', 'the', 'Confederate', 'flag.', 'Really??', '#URL#']",Sad to see how generation after generation they have never learnt any history but to only promote patriotism through the Confederate flag. Really?? #URL#,"['sad', 'to', 'see', 'how', 'generation', 'after', 'generation', 'they', 'have', 'never', 'learnt', 'any', 'history', 'but', 'to', 'only', 'promote', 'patriotism', 'through', 'the', 'confederate', 'flag', '.', 'really', '?', '?', '#', 'url', '#']","['sad', 'to', 'see', 'how', 'generation', 'after', 'generation', 'they', 'have', 'never', 'learnt', 'any', 'history', 'but', 'to', 'only', 'promote', 'patriotism', 'through', 'the', 'confederate', 'flag', 'really', 'url']","['sad', 'to', 'see', 'how', 'generation', 'after', 'generation', 'they', 'never', 'learnt', 'any', 'history', 'but', 'to', 'only', 'promote', 'patriotism', 'through', 'confederate', 'flag', 'really']","[('sad', 'NN'), ('to', 'TO'), ('see', 'VB'), ('how', 'WRB'), ('generation', 'NN'), ('after', 'IN'), ('generation', 'NN'), ('they', 'PRP'), ('never', 'RB'), ('learnt', 'VBP'), ('any', 'DT'), ('history', 'NN'), ('but', 'CC'), ('to', 'TO'), ('only', 'RB'), ('promote', 'VB'), ('patriotism', 'NN'), ('through', 'IN'), ('confederate', 'NN'), ('flag', 'NN'), ('really', 'RB')]","[('sad', 'n'), ('to', 'n'), ('see', 'v'), ('how', 'n'), ('generation', 'n'), ('after', 'n'), ('generation', 'n'), ('they', 'n'), ('never', 'r'), ('learnt', 'v'), ('any', 'n'), ('history', 'n'), ('but', 'n'), ('to', 'n'), ('only', 'r'), ('promote', 'v'), ('patriotism', 'n'), ('through', 'n'), ('confederate', 'n'), ('flag', 'n'), ('really', 'r')]","['sad', 'to', 'see', 'how', 'generation', 'after', 'generation', 'they', 'never', 'learn', 'any', 'history', 'but', 'to', 'only', 'promote', 'patriotism', 'through', 'confederate', 'flag', 'really']","['Sad', 'to', 'see', 'how', 'generation', 'after', 'generation', 'they', 'have', 'never', 'learnt', 'any', 'history', 'but', 'to', 'only', 'promote', 'patriotism', 'through', 'the', 'Confederate', 'flag', '.', 'Really', '?', '?', '#', 'URL', '#']"
107,#USER# What a joke…that the government allows this to happen with no reprecussions. Anarchy?,"['#USER#', 'What', 'a', 'joke…that', 'the', 'government', 'allows', 'this', 'to', 'happen', 'with', 'no', 'reprecussions.', 'Anarchy?']",#USER# What a joke…that the government allows this to happen with no reprecussions. Anarchy?,"['#', 'user', '#', 'what', 'a', 'joke…that', 'the', 'government', 'allows', 'this', 'to', 'happen', 'with', 'no', 'reprecussions', '.', 'anarchy', '?']","['user', 'what', 'a', 'joke…that', 'the', 'government', 'allows', 'this', 'to', 'happen', 'with', 'no', 'reprecussions', 'anarchy']","['what', 'joke…that', 'government', 'allows', 'this', 'to', 'happen', 'with', 'no', 'reprecussions', 'anarchy']","[('what', 'WP'), ('joke…that', 'DT'), ('government', 'NN'), ('allows', 'VBZ'), ('this', 'DT'), ('to', 'TO'), ('happen', 'VB'), ('with', 'IN'), ('no', 'DT'), ('reprecussions', 'NNS'), ('anarchy', 'VBP')]","[('what', 'n'), ('joke…that', 'n'), ('government', 'n'), ('allows', 'v'), ('this', 'n'), ('to', 'n'), ('happen', 'v'), ('with', 'n'), ('no', 'n'), ('reprecussions', 'n'), ('anarchy', 'v')]","['what', 'joke…that', 'government', 'allow', 'this', 'to', 'happen', 'with', 'no', 'reprecussions', 'anarchy']","['#', 'USER', '#', 'What', 'a', 'joke…that', 'the', 'government', 'allows', 'this', 'to', 'happen', 'with', 'no', 'reprecussions', '.', 'Anarchy', '?']"
108,#USER# I’m looking at his glove! His hand is so small. He has no sartorial taste.,"['#USER#', 'I am', 'looking', 'at', 'his', 'glove!', 'His', 'hand', 'is', 'so', 'small.', 'He', 'has', 'no', 'sartorial', 'taste.']",#USER# I am looking at his glove! His hand is so small. He has no sartorial taste.,"['#', 'user', '#', 'i', 'am', 'looking', 'at', 'his', 'glove', '!', 'his', 'hand', 'is', 'so', 'small', '.', 'he', 'has', 'no', 'sartorial', 'taste', '.']","['user', 'i', 'am', 'looking', 'at', 'his', 'glove', 'his', 'hand', 'is', 'so', 'small', 'he', 'has', 'no', 'sartorial', 'taste']","['i', 'am', 'looking', 'at', 'his', 'glove', 'his', 'hand', 'so', 'small', 'he', 'no', 'sartorial', 'taste']","[('i', 'NN'), ('am', 'VBP'), ('looking', 'VBG'), ('at', 'IN'), ('his', 'PRP$'), ('glove', 'NN'), ('his', 'PRP$'), ('hand', 'NN'), ('so', 'RB'), ('small', 'JJ'), ('he', 'PRP'), ('no', 'DT'), ('sartorial', 'JJ'), ('taste', 'NN')]","[('i', 'n'), ('am', 'v'), ('looking', 'v'), ('at', 'n'), ('his', 'n'), ('glove', 'n'), ('his', 'n'), ('hand', 'n'), ('so', 'r'), ('small', 'a'), ('he', 'n'), ('no', 'n'), ('sartorial', 'a'), ('taste', 'n')]","['i', 'be', 'look', 'at', 'his', 'glove', 'his', 'hand', 'so', 'small', 'he', 'no', 'sartorial', 'taste']","['#', 'USER', '#', 'I', 'am', 'looking', 'at', 'his', 'glove', '!', 'His', 'hand', 'is', 'so', 'small', '.', 'He', 'has', 'no', 'sartorial', 'taste', '.']"
109,Yeah it’s party time for the thugs who have no concept of what they are doing! #URL#,"['Yeah', 'it is', 'party', 'time', 'for', 'the', 'thugs', 'who', 'have', 'no', 'concept', 'of', 'what', 'they', 'are', 'doing!', '#URL#']",Yeah it is party time for the thugs who have no concept of what they are doing! #URL#,"['yeah', 'it', 'is', 'party', 'time', 'for', 'the', 'thugs', 'who', 'have', 'no', 'concept', 'of', 'what', 'they', 'are', 'doing', '!', '#', 'url', '#']","['yeah', 'it', 'is', 'party', 'time', 'for', 'the', 'thugs', 'who', 'have', 'no', 'concept', 'of', 'what', 'they', 'are', 'doing', 'url']","['yeah', 'party', 'time', 'thugs', 'who', 'no', 'concept', 'what', 'they', 'are', 'doing']","[('yeah', 'RB'), ('party', 'NN'), ('time', 'NN'), ('thugs', 'NNS'), ('who', 'WP'), ('no', 'DT'), ('concept', 'NN'), ('what', 'WP'), ('they', 'PRP'), ('are', 'VBP'), ('doing', 'VBG')]","[('yeah', 'r'), ('party', 'n'), ('time', 'n'), ('thugs', 'n'), ('who', 'n'), ('no', 'n'), ('concept', 'n'), ('what', 'n'), ('they', 'n'), ('are', 'v'), ('doing', 'v')]","['yeah', 'party', 'time', 'thug', 'who', 'no', 'concept', 'what', 'they', 'be', 'do']","['Yeah', 'it', 'is', 'party', 'time', 'for', 'the', 'thugs', 'who', 'have', 'no', 'concept', 'of', 'what', 'they', 'are', 'doing', '!', '#', 'URL', '#']"
110,#USER# And this from the judge jury and execution GQP committee!! #HASHTAG#,"['#USER#', 'And', 'this', 'from', 'the', 'judge', 'jury', 'and', 'execution', 'GQP', 'committee!!', '#HASHTAG#']",#USER# And this from the judge jury and execution GQP committee!! #HASHTAG#,"['#', 'user', '#', 'and', 'this', 'from', 'the', 'judge', 'jury', 'and', 'execution', 'gqp', 'committee', '!', '!', '#', 'hashtag', '#']","['user', 'and', 'this', 'from', 'the', 'judge', 'jury', 'and', 'execution', 'gqp', 'committee', 'hashtag']","['and', 'this', 'from', 'judge', 'jury', 'and', 'execution', 'gqp', 'committee', 'hashtag']","[('and', 'CC'), ('this', 'DT'), ('from', 'IN'), ('judge', 'NN'), ('jury', 'NN'), ('and', 'CC'), ('execution', 'NN'), ('gqp', 'NN'), ('committee', 'NN'), ('hashtag', 'NN')]","[('and', 'n'), ('this', 'n'), ('from', 'n'), ('judge', 'n'), ('jury', 'n'), ('and', 'n'), ('execution', 'n'), ('gqp', 'n'), ('committee', 'n'), ('hashtag', 'n')]","['and', 'this', 'from', 'judge', 'jury', 'and', 'execution', 'gqp', 'committee', 'hashtag']","['#', 'USER', '#', 'And', 'this', 'from', 'the', 'judge', 'jury', 'and', 'execution', 'GQP', 'committee', '!', '!', '#', 'HASHTAG', '#']"
111,#USER# What's more sickening is that they are allowed to do it! Where is the humanity? Civil rights? Expulsion of these degenerates!,"['#USER#', 'What is', 'more', 'sickening', 'is', 'that', 'they', 'are', 'allowed', 'to', 'do', 'it!', 'Where', 'is', 'the', 'humanity?', 'Civil', 'rights?', 'Expulsion', 'of', 'these', 'degenerates!']",#USER# What is more sickening is that they are allowed to do it! Where is the humanity? Civil rights? Expulsion of these degenerates!,"['#', 'user', '#', 'what', 'is', 'more', 'sickening', 'is', 'that', 'they', 'are', 'allowed', 'to', 'do', 'it', '!', 'where', 'is', 'the', 'humanity', '?', 'civil', 'rights', '?', 'expulsion', 'of', 'these', 'degenerates', '!']","['user', 'what', 'is', 'more', 'sickening', 'is', 'that', 'they', 'are', 'allowed', 'to', 'do', 'it', 'where', 'is', 'the', 'humanity', 'civil', 'rights', 'expulsion', 'of', 'these', 'degenerates']","['what', 'more', 'sickening', 'that', 'they', 'are', 'allowed', 'to', 'do', 'where', 'humanity', 'civil', 'rights', 'expulsion', 'these', 'degenerates']","[('what', 'WP'), ('more', 'RBR'), ('sickening', 'VBG'), ('that', 'IN'), ('they', 'PRP'), ('are', 'VBP'), ('allowed', 'VBN'), ('to', 'TO'), ('do', 'VB'), ('where', 'WRB'), ('humanity', 'NN'), ('civil', 'JJ'), ('rights', 'NNS'), ('expulsion', 'NN'), ('these', 'DT'), ('degenerates', 'NNS')]","[('what', 'n'), ('more', 'r'), ('sickening', 'v'), ('that', 'n'), ('they', 'n'), ('are', 'v'), ('allowed', 'v'), ('to', 'n'), ('do', 'v'), ('where', 'n'), ('humanity', 'n'), ('civil', 'a'), ('rights', 'n'), ('expulsion', 'n'), ('these', 'n'), ('degenerates', 'n')]","['what', 'more', 'sicken', 'that', 'they', 'be', 'allow', 'to', 'do', 'where', 'humanity', 'civil', 'right', 'expulsion', 'these', 'degenerate']","['#', 'USER', '#', 'What', 'is', 'more', 'sickening', 'is', 'that', 'they', 'are', 'allowed', 'to', 'do', 'it', '!', 'Where', 'is', 'the', 'humanity', '?', 'Civil', 'rights', '?', 'Expulsion', 'of', 'these', 'degenerates', '!']"
112,"T***p was a complete DISASTER! He destroyed America. It’s not going to be easy to rebuild the nation, but Biden should makes it look that way! #URL#","['T***p', 'was', 'a', 'complete', 'DISASTER!', 'He', 'destroyed', 'America.', 'It is', 'not', 'going', 'to', 'be', 'easy', 'to', 'rebuild', 'the', 'nation,', 'but', 'Biden', 'should', 'makes', 'it', 'look', 'that', 'way!', '#URL#']","T***p was a complete DISASTER! He destroyed America. It is not going to be easy to rebuild the nation, but Biden should makes it look that way! #URL#","['t***p', 'was', 'a', 'complete', 'disaster', '!', 'he', 'destroyed', 'america', '.', 'it', 'is', 'not', 'going', 'to', 'be', 'easy', 'to', 'rebuild', 'the', 'nation', ',', 'but', 'biden', 'should', 'makes', 'it', 'look', 'that', 'way', '!', '#', 'url', '#']","['t***p', 'was', 'a', 'complete', 'disaster', 'he', 'destroyed', 'america', 'it', 'is', 'not', 'going', 'to', 'be', 'easy', 'to', 'rebuild', 'the', 'nation', 'but', 'biden', 'should', 'makes', 'it', 'look', 'that', 'way', 'url']","['t***p', 'was', 'complete', 'disaster', 'he', 'destroyed', 'america', 'not', 'going', 'to', 'be', 'easy', 'to', 'rebuild', 'nation', 'but', 'biden', 'should', 'makes', 'look', 'that', 'way']","[('t***p', 'NN'), ('was', 'VBD'), ('complete', 'JJ'), ('disaster', 'NN'), ('he', 'PRP'), ('destroyed', 'VBD'), ('america', 'RP'), ('not', 'RB'), ('going', 'VBG'), ('to', 'TO'), ('be', 'VB'), ('easy', 'JJ'), ('to', 'TO'), ('rebuild', 'VB'), ('nation', 'NN'), ('but', 'CC'), ('biden', 'NN'), ('should', 'MD'), ('makes', 'VBZ'), ('look', 'VB'), ('that', 'DT'), ('way', 'NN')]","[('t***p', 'n'), ('was', 'v'), ('complete', 'a'), ('disaster', 'n'), ('he', 'n'), ('destroyed', 'v'), ('america', 'r'), ('not', 'r'), ('going', 'v'), ('to', 'n'), ('be', 'v'), ('easy', 'a'), ('to', 'n'), ('rebuild', 'v'), ('nation', 'n'), ('but', 'n'), ('biden', 'n'), ('should', 'n'), ('makes', 'v'), ('look', 'v'), ('that', 'n'), ('way', 'n')]","['t***p', 'be', 'complete', 'disaster', 'he', 'destroy', 'america', 'not', 'go', 'to', 'be', 'easy', 'to', 'rebuild', 'nation', 'but', 'biden', 'should', 'make', 'look', 'that', 'way']","['T***p', 'was', 'a', 'complete', 'DISASTER', '!', 'He', 'destroyed', 'America', '.', 'It', 'is', 'not', 'going', 'to', 'be', 'easy', 'to', 'rebuild', 'the', 'nation', ',', 'but', 'Biden', 'should', 'makes', 'it', 'look', 'that', 'way', '!', '#', 'URL', '#']"
113,#USER# #USER# Huh!? The Tom Hanks? This is his son? I guess there’s always one per family.,"['#USER#', '#USER#', 'Huh!?', 'The', 'Tom', 'Hanks?', 'This', 'is', 'his', 'son?', 'I', 'guess', 'there is', 'always', 'one', 'per', 'family.']",#USER# #USER# Huh!? The Tom Hanks? This is his son? I guess there is always one per family.,"['#', 'user', '#', '#', 'user', '#', 'huh', '!', '?', 'the', 'tom', 'hanks', '?', 'this', 'is', 'his', 'son', '?', 'i', 'guess', 'there', 'is', 'always', 'one', 'per', 'family', '.']","['user', 'user', 'huh', 'the', 'tom', 'hanks', 'this', 'is', 'his', 'son', 'i', 'guess', 'there', 'is', 'always', 'one', 'per', 'family']","['huh', 'tom', 'hanks', 'this', 'his', 'son', 'i', 'guess', 'there', 'always', 'one', 'per', 'family']","[('huh', 'NN'), ('tom', 'NN'), ('hanks', 'VBZ'), ('this', 'DT'), ('his', 'PRP$'), ('son', 'NN'), ('i', 'NN'), ('guess', 'NN'), ('there', 'RB'), ('always', 'RB'), ('one', 'CD'), ('per', 'IN'), ('family', 'NN')]","[('huh', 'n'), ('tom', 'n'), ('hanks', 'v'), ('this', 'n'), ('his', 'n'), ('son', 'n'), ('i', 'n'), ('guess', 'n'), ('there', 'r'), ('always', 'r'), ('one', 'n'), ('per', 'n'), ('family', 'n')]","['huh', 'tom', 'hanks', 'this', 'his', 'son', 'i', 'guess', 'there', 'always', 'one', 'per', 'family']","['#', 'USER', '#', '#', 'USER', '#', 'Huh', '!', '?', 'The', 'Tom', 'Hanks', '?', 'This', 'is', 'his', 'son', '?', 'I', 'guess', 'there', 'is', 'always', 'one', 'per', 'family', '.']"
114,Gotta be some uneducated pro republican who can’t spell! Bahahaha! #URL#,"['Got To', 'be', 'some', 'uneducated', 'pro', 'republican', 'who', 'cannot', 'spell!', 'Bahahaha!', '#URL#']",Got To be some uneducated pro republican who cannot spell! Bahahaha! #URL#,"['got', 'to', 'be', 'some', 'uneducated', 'pro', 'republican', 'who', 'can', 'not', 'spell', '!', 'bahahaha', '!', '#', 'url', '#']","['got', 'to', 'be', 'some', 'uneducated', 'pro', 'republican', 'who', 'can', 'not', 'spell', 'bahahaha', 'url']","['got', 'to', 'be', 'some', 'uneducated', 'pro', 'republican', 'who', 'can', 'not', 'spell', 'bahahaha']","[('got', 'VBD'), ('to', 'TO'), ('be', 'VB'), ('some', 'DT'), ('uneducated', 'JJ'), ('pro', 'JJ'), ('republican', 'NN'), ('who', 'WP'), ('can', 'MD'), ('not', 'RB'), ('spell', 'VB'), ('bahahaha', 'NN')]","[('got', 'v'), ('to', 'n'), ('be', 'v'), ('some', 'n'), ('uneducated', 'a'), ('pro', 'a'), ('republican', 'n'), ('who', 'n'), ('can', 'n'), ('not', 'r'), ('spell', 'v'), ('bahahaha', 'n')]","['get', 'to', 'be', 'some', 'uneducated', 'pro', 'republican', 'who', 'can', 'not', 'spell', 'bahahaha']","['Got', 'To', 'be', 'some', 'uneducated', 'pro', 'republican', 'who', 'can', 'not', 'spell', '!', 'Bahahaha', '!', '#', 'URL', '#']"
115,#USER# Good…bring it on. Let the chips fall where they may.,"['#USER#', 'Good…bring', 'it', 'on.', 'Let', 'the', 'chips', 'fall', 'where', 'they', 'may.']",#USER# Good…bring it on. Let the chips fall where they may.,"['#', 'user', '#', 'good…bring', 'it', 'on', '.', 'let', 'the', 'chips', 'fall', 'where', 'they', 'may', '.']","['user', 'good…bring', 'it', 'on', 'let', 'the', 'chips', 'fall', 'where', 'they', 'may']","['good…bring', 'on', 'let', 'chips', 'fall', 'where', 'they', 'may']","[('good…bring', 'VBG'), ('on', 'IN'), ('let', 'NN'), ('chips', 'NNS'), ('fall', 'VB'), ('where', 'WRB'), ('they', 'PRP'), ('may', 'MD')]","[('good…bring', 'v'), ('on', 'n'), ('let', 'n'), ('chips', 'n'), ('fall', 'v'), ('where', 'n'), ('they', 'n'), ('may', 'n')]","['good…bring', 'on', 'let', 'chip', 'fall', 'where', 'they', 'may']","['#', 'USER', '#', 'Good…bring', 'it', 'on', '.', 'Let', 'the', 'chips', 'fall', 'where', 'they', 'may', '.']"
116,"#USER# Travelling around from town to town, sometime I think I’ll settle down , but I know I’ll only be free for a while, roaming is the only life for me!","['#USER#', 'Travelling', 'around', 'from', 'town', 'to', 'town,', 'sometime', 'I', 'think', 'I will', 'settle', 'down', ',', 'but', 'I', 'know', 'I will', 'only', 'be', 'free', 'for', 'a', 'while,', 'roaming', 'is', 'the', 'only', 'life', 'for', 'me!']","#USER# Travelling around from town to town, sometime I think I will settle down , but I know I will only be free for a while, roaming is the only life for me!","['#', 'user', '#', 'travelling', 'around', 'from', 'town', 'to', 'town', ',', 'sometime', 'i', 'think', 'i', 'will', 'settle', 'down', ',', 'but', 'i', 'know', 'i', 'will', 'only', 'be', 'free', 'for', 'a', 'while', ',', 'roaming', 'is', 'the', 'only', 'life', 'for', 'me', '!']","['user', 'travelling', 'around', 'from', 'town', 'to', 'town', 'sometime', 'i', 'think', 'i', 'will', 'settle', 'down', 'but', 'i', 'know', 'i', 'will', 'only', 'be', 'free', 'for', 'a', 'while', 'roaming', 'is', 'the', 'only', 'life', 'for', 'me']","['travelling', 'around', 'from', 'town', 'to', 'town', 'sometime', 'i', 'think', 'i', 'will', 'settle', 'down', 'but', 'i', 'know', 'i', 'will', 'only', 'be', 'free', 'while', 'roaming', 'only', 'life', 'me']","[('travelling', 'VBG'), ('around', 'RB'), ('from', 'IN'), ('town', 'NN'), ('to', 'TO'), ('town', 'NN'), ('sometime', 'RB'), ('i', 'JJ'), ('think', 'VBP'), ('i', 'NN'), ('will', 'MD'), ('settle', 'VB'), ('down', 'RP'), ('but', 'CC'), ('i', 'JJ'), ('know', 'VBP'), ('i', 'NN'), ('will', 'MD'), ('only', 'RB'), ('be', 'VB'), ('free', 'JJ'), ('while', 'IN'), ('roaming', 'VBG'), ('only', 'RB'), ('life', 'NN'), ('me', 'PRP')]","[('travelling', 'v'), ('around', 'r'), ('from', 'n'), ('town', 'n'), ('to', 'n'), ('town', 'n'), ('sometime', 'r'), ('i', 'a'), ('think', 'v'), ('i', 'n'), ('will', 'n'), ('settle', 'v'), ('down', 'r'), ('but', 'n'), ('i', 'a'), ('know', 'v'), ('i', 'n'), ('will', 'n'), ('only', 'r'), ('be', 'v'), ('free', 'a'), ('while', 'n'), ('roaming', 'v'), ('only', 'r'), ('life', 'n'), ('me', 'n')]","['travel', 'around', 'from', 'town', 'to', 'town', 'sometime', 'i', 'think', 'i', 'will', 'settle', 'down', 'but', 'i', 'know', 'i', 'will', 'only', 'be', 'free', 'while', 'roam', 'only', 'life', 'me']","['#', 'USER', '#', 'Travelling', 'around', 'from', 'town', 'to', 'town', ',', 'sometime', 'I', 'think', 'I', 'will', 'settle', 'down', ',', 'but', 'I', 'know', 'I', 'will', 'only', 'be', 'free', 'for', 'a', 'while', ',', 'roaming', 'is', 'the', 'only', 'life', 'for', 'me', '!']"
117,#USER# What? She had an opinion on the Holocaust. She wasn’t advocating that it never happened. Megan said and did worse. What happened to freedom of speech. This is racism on ABC’s part.,"['#USER#', 'What?', 'She', 'had', 'an', 'opinion', 'on', 'the', 'Holocaust.', 'She', 'was not', 'advocating', 'that', 'it', 'never', 'happened.', 'Megan', 'said', 'and', 'did', 'worse.', 'What', 'happened', 'to', 'freedom', 'of', 'speech.', 'This', 'is', 'racism', 'on', 'ABC’s', 'part.']",#USER# What? She had an opinion on the Holocaust. She was not advocating that it never happened. Megan said and did worse. What happened to freedom of speech. This is racism on ABC’s part.,"['#', 'user', '#', 'what', '?', 'she', 'had', 'an', 'opinion', 'on', 'the', 'holocaust', '.', 'she', 'was', 'not', 'advocating', 'that', 'it', 'never', 'happened', '.', 'megan', 'said', 'and', 'did', 'worse', '.', 'what', 'happened', 'to', 'freedom', 'of', 'speech', '.', 'this', 'is', 'racism', 'on', 'abc', '’', 's', 'part', '.']","['user', 'what', 'she', 'had', 'an', 'opinion', 'on', 'the', 'holocaust', 'she', 'was', 'not', 'advocating', 'that', 'it', 'never', 'happened', 'megan', 'said', 'and', 'did', 'worse', 'what', 'happened', 'to', 'freedom', 'of', 'speech', 'this', 'is', 'racism', 'on', 'abc', '’', 's', 'part']","['what', 'she', 'had', 'opinion', 'on', 'holocaust', 'she', 'was', 'not', 'advocating', 'that', 'never', 'happened', 'megan', 'said', 'and', 'did', 'worse', 'what', 'happened', 'to', 'freedom', 'speech', 'this', 'racism', 'on', 'abc', '’', 's', 'part']","[('what', 'WP'), ('she', 'PRP'), ('had', 'VBD'), ('opinion', 'NN'), ('on', 'IN'), ('holocaust', 'NN'), ('she', 'PRP'), ('was', 'VBD'), ('not', 'RB'), ('advocating', 'VBG'), ('that', 'IN'), ('never', 'RB'), ('happened', 'VBD'), ('megan', 'NNS'), ('said', 'VBD'), ('and', 'CC'), ('did', 'VBD'), ('worse', 'VB'), ('what', 'WP'), ('happened', 'VBD'), ('to', 'TO'), ('freedom', 'VB'), ('speech', 'NN'), ('this', 'DT'), ('racism', 'NN'), ('on', 'IN'), ('abc', 'JJ'), ('’', 'NNP'), ('s', 'NN'), ('part', 'NN')]","[('what', 'n'), ('she', 'n'), ('had', 'v'), ('opinion', 'n'), ('on', 'n'), ('holocaust', 'n'), ('she', 'n'), ('was', 'v'), ('not', 'r'), ('advocating', 'v'), ('that', 'n'), ('never', 'r'), ('happened', 'v'), ('megan', 'n'), ('said', 'v'), ('and', 'n'), ('did', 'v'), ('worse', 'v'), ('what', 'n'), ('happened', 'v'), ('to', 'n'), ('freedom', 'v'), ('speech', 'n'), ('this', 'n'), ('racism', 'n'), ('on', 'n'), ('abc', 'a'), ('’', 'n'), ('s', 'n'), ('part', 'n')]","['what', 'she', 'have', 'opinion', 'on', 'holocaust', 'she', 'be', 'not', 'advocate', 'that', 'never', 'happen', 'megan', 'say', 'and', 'do', 'worse', 'what', 'happen', 'to', 'freedom', 'speech', 'this', 'racism', 'on', 'abc', '’', 's', 'part']","['#', 'USER', '#', 'What', '?', 'She', 'had', 'an', 'opinion', 'on', 'the', 'Holocaust', '.', 'She', 'was', 'not', 'advocating', 'that', 'it', 'never', 'happened', '.', 'Megan', 'said', 'and', 'did', 'worse', '.', 'What', 'happened', 'to', 'freedom', 'of', 'speech', '.', 'This', 'is', 'racism', 'on', 'ABC', '’', 's', 'part', '.']"
118,Oh right and we should vote him back in? Are you proud of this Jack Nicklaus? Your kinda of President? #HASHTAG# #HASHTAG# #URL#,"['Oh', 'right', 'and', 'we', 'should', 'vote', 'him', 'back', 'in?', 'Are', 'you', 'proud', 'of', 'this', 'Jack', 'Nicklaus?', 'Your', 'kind of', 'of', 'President?', '#HASHTAG#', '#HASHTAG#', '#URL#']",Oh right and we should vote him back in? Are you proud of this Jack Nicklaus? Your kind of of President? #HASHTAG# #HASHTAG# #URL#,"['oh', 'right', 'and', 'we', 'should', 'vote', 'him', 'back', 'in', '?', 'are', 'you', 'proud', 'of', 'this', 'jack', 'nicklaus', '?', 'your', 'kind', 'of', 'of', 'president', '?', '#', 'hashtag', '#', '#', 'hashtag', '#', '#', 'url', '#']","['oh', 'right', 'and', 'we', 'should', 'vote', 'him', 'back', 'in', 'are', 'you', 'proud', 'of', 'this', 'jack', 'nicklaus', 'your', 'kind', 'of', 'of', 'president', 'hashtag', 'hashtag', 'url']","['oh', 'right', 'and', 'we', 'should', 'vote', 'him', 'back', 'in', 'are', 'you', 'proud', 'this', 'jack', 'nicklaus', 'your', 'kind', 'president', 'hashtag', 'hashtag']","[('oh', 'RB'), ('right', 'JJ'), ('and', 'CC'), ('we', 'PRP'), ('should', 'MD'), ('vote', 'VB'), ('him', 'PRP'), ('back', 'RB'), ('in', 'IN'), ('are', 'VBP'), ('you', 'PRP'), ('proud', 'VBP'), ('this', 'DT'), ('jack', 'NN'), ('nicklaus', 'RB'), ('your', 'PRP$'), ('kind', 'NN'), ('president', 'NN'), ('hashtag', 'NN'), ('hashtag', 'NN')]","[('oh', 'r'), ('right', 'a'), ('and', 'n'), ('we', 'n'), ('should', 'n'), ('vote', 'v'), ('him', 'n'), ('back', 'r'), ('in', 'n'), ('are', 'v'), ('you', 'n'), ('proud', 'v'), ('this', 'n'), ('jack', 'n'), ('nicklaus', 'r'), ('your', 'n'), ('kind', 'n'), ('president', 'n'), ('hashtag', 'n'), ('hashtag', 'n')]","['oh', 'right', 'and', 'we', 'should', 'vote', 'him', 'back', 'in', 'be', 'you', 'proud', 'this', 'jack', 'nicklaus', 'your', 'kind', 'president', 'hashtag', 'hashtag']","['Oh', 'right', 'and', 'we', 'should', 'vote', 'him', 'back', 'in', '?', 'Are', 'you', 'proud', 'of', 'this', 'Jack', 'Nicklaus', '?', 'Your', 'kind', 'of', 'of', 'President', '?', '#', 'HASHTAG', '#', '#', 'HASHTAG', '#', '#', 'URL', '#']"
119,Unlike a reality show these people do not finish their performance of crimes against humanity! #HASHTAG# #URL#,"['Unlike', 'a', 'reality', 'show', 'these', 'people', 'do', 'not', 'finish', 'their', 'performance', 'of', 'crimes', 'against', 'humanity!', '#HASHTAG#', '#URL#']",Unlike a reality show these people do not finish their performance of crimes against humanity! #HASHTAG# #URL#,"['unlike', 'a', 'reality', 'show', 'these', 'people', 'do', 'not', 'finish', 'their', 'performance', 'of', 'crimes', 'against', 'humanity', '!', '#', 'hashtag', '#', '#', 'url', '#']","['unlike', 'a', 'reality', 'show', 'these', 'people', 'do', 'not', 'finish', 'their', 'performance', 'of', 'crimes', 'against', 'humanity', 'hashtag', 'url']","['unlike', 'reality', 'show', 'these', 'people', 'do', 'not', 'finish', 'their', 'performance', 'crimes', 'against', 'humanity', 'hashtag']","[('unlike', 'IN'), ('reality', 'NN'), ('show', 'VBP'), ('these', 'DT'), ('people', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('finish', 'VB'), ('their', 'PRP$'), ('performance', 'NN'), ('crimes', 'NNS'), ('against', 'IN'), ('humanity', 'NN'), ('hashtag', 'NN')]","[('unlike', 'n'), ('reality', 'n'), ('show', 'v'), ('these', 'n'), ('people', 'n'), ('do', 'v'), ('not', 'r'), ('finish', 'v'), ('their', 'n'), ('performance', 'n'), ('crimes', 'n'), ('against', 'n'), ('humanity', 'n'), ('hashtag', 'n')]","['unlike', 'reality', 'show', 'these', 'people', 'do', 'not', 'finish', 'their', 'performance', 'crime', 'against', 'humanity', 'hashtag']","['Unlike', 'a', 'reality', 'show', 'these', 'people', 'do', 'not', 'finish', 'their', 'performance', 'of', 'crimes', 'against', 'humanity', '!', '#', 'HASHTAG', '#', '#', 'URL', '#']"
